Nama File	Clean	Dirty	Food	Water	Time
../../test_image/food/6/images-488.jpeg	1.8955352e-07	8.201437e-06	0.99998987	1.8254818e-06	2.038s
../../test_image/food/6/2q==-16.jpeg	0.95553374	0.037476234	0.00055044354	0.006439533	2.053s
../../test_image/food/6/images-487.jpeg	0.000690449	3.923787e-05	0.9727207	0.026549561	1.992s
../../test_image/food/6/images434.jpeg	6.154956e-08	1.0315847e-06	0.9999989	1.71563e-08	2.015s
../../test_image/food/6/images-474.jpeg	0.0042105117	0.0002551343	0.9855629	0.009971466	2.050s
../../test_image/food/6/images43.jpeg	7.560714e-06	0.054710187	0.94257134	0.0027108993	2.061s
../../test_image/food/6/images-486.jpeg	0.00035180553	0.818954	0.17720187	0.0034922746	2.069s
../../test_image/food/6/images-485.jpeg	2.8663862e-08	4.2198976e-06	0.9999956	6.127537e-08	2.062s
../../test_image/food/6/images-491.jpeg	0.0037301118	0.2865675	0.6971562	0.01254613	2.063s
../../test_image/food/6/images-475.jpeg	1.9633232e-08	0.0028446843	0.00028795397	0.99686736	2.044s
../../test_image/water/6/images-420.jpeg	8.591025e-05	0.009864098	0.00067334826	0.98937666	2.044s
../../test_image/water/6/images-418.jpeg	6.5251333e-09	0.009811955	0.00011545871	0.9900726	2.104s
../../test_image/water/6/images-413.jpeg	2.67496e-06	0.18653594	0.6282675	0.18519385	2.050s
../../test_image/water/6/5.jpeg	0.0008367212	0.013786855	0.82486266	0.16051382	2.061s
../../test_image/water/6/images-416.jpeg	0.074730776	0.008447941	0.53096926	0.38585204	2.015s
../../test_image/water/6/images-424.jpeg	1.5566817e-08	0.014982548	0.00018836946	0.9848291	2.017s
../../test_image/water/6/images-415.jpeg	0.054714613	0.024531433	0.6244548	0.29629913	2.049s
../../test_image/water/6/images-412.jpeg	0.14713636	0.042347953	0.009980321	0.8005354	2.043s
../../test_image/water/6/images-417.jpeg	1.0719289e-05	2.8752585e-05	0.0008104056	0.99915016	1.998s
../../test_image/water/6/images-422.jpeg	1.8854562e-05	0.92385083	0.004367301	0.071763	2.050s
../../test_image/clean/6/images-753.jpeg	0.88905233	8.457756e-05	0.00013017087	0.11073291	2.034s
../../test_image/clean/6/images-765.jpeg	0.8676403	2.120343e-05	0.0018040052	0.13053446	2.043s
../../test_image/clean/6/images-774.jpeg	0.9180326	0.08105112	0.00079353224	0.0001228332	2.016s
../../test_image/clean/6/images-764.jpeg	0.31019834	0.002200415	0.6876012	8.393113e-08	2.040s
../../test_image/clean/6/images-778.jpeg	2.2979884e-05	0.99779344	0.0015626716	0.00062093046	2.000s
../../test_image/clean/6/images-754.jpeg	0.8744134	0.116681606	0.00028021573	0.008624748	2.041s
../../test_image/clean/6/images-750.jpeg	0.00030096542	0.07253668	0.5498579	0.3773045	2.049s
../../test_image/clean/6/images-775.jpeg	0.05338689	0.7684777	0.02607992	0.15205544	2.016s
../../test_image/clean/6/images-762.jpeg	0.9462378	0.01456332	0.009826235	0.029372642	2.068s
../../test_image/clean/6/images-766.jpeg	0.94831836	0.051543564	5.8420796e-05	7.966669e-05	2.069s
../../test_image/dirty/6/images-335.jpeg	0.00015823882	0.9940806	0.00013009607	0.005631071	2.017s
../../test_image/dirty/6/images-334.jpeg	3.0126475e-05	0.9919809	0.0066741533	0.0013147596	2.026s
../../test_image/dirty/6/2q==-7.jpeg	0.88800347	0.10650789	0.00024559817	0.005242999	2.043s
../../test_image/dirty/6/images-330.jpeg	0.65393096	0.33840105	0.004061275	0.003606758	2.075s
../../test_image/dirty/6/images-333.jpeg	4.0401324e-12	0.03177469	9.7561475e-05	0.96812785	2.008s
../../test_image/dirty/6/images-338.jpeg	0.9923959	0.00709625	8.1256396e-05	0.0004266505	2.033s
../../test_image/dirty/6/images-343.jpeg	0.002376481	0.9059024	0.079408795	0.012312378	2.042s
../../test_image/dirty/6/images-339.jpeg	0.2559642	0.74399835	3.7358495e-05	1.7135702e-07	2.053s
../../test_image/dirty/6/images-342.jpeg	3.0555562e-05	0.940258	0.058845177	0.0008662215	2.007s
../../test_image/dirty/6/images-341.jpeg	0.020492395	0.97949183	1.40169495e-05	1.7316588e-06	2.048s
